SIREN,NIC,ENSEIGNE
825328594,23,
825333149,11,
825333149,11,
825340003,11,
825351984,18,
825356918,11,
825378458,46,
825378458,53,
825388374,19,
827482761,18,
827482761,26,
827491713,18,
827491713,26,
827524380,17,
827524380,17,
827535071,19,
827535071,19,
827535832,14,
827535832,22,
827538158,11,
827583287,12,
827592981,19,
827651712,16,
827651712,24,
827658873,19,
827658873,27,
827660952,17,A&D CONSULTING
827684499,11,
827684499,29,
827686809,19,
827689159,16,
827689159,16,
827706722,10,
827720558,10,
827721036,16,VELO TAXI BIKE
827721036,24,
827730524,10,
827730524,28,
827738238,19,
827738238,27,
827749003,14,
827749003,14,
827765843,12,
827772740,11,
827817826,15,
827860719,18,
827860719,26,
827874249,10,
827875147,23,
827879719,17,
827879719,25,
827894676,10,
827894676,10,
827896531,15,
827896531,23,
827923707,18,
827923707,26,
827941311,17,
827943416,12,MAISON-CHALVET
827943416,20,
827948175,19,
827948175,27,
827948605,15,
827954132,29,
827954132,29,
827975772,19,
827975772,27,GOURMANDINE
827975772,27,GOURMANDINE
828047142,17,
828056259,17,
828056259,17,
828056259,25,
828056259,25,
828056259,33,
828060913,518,
828096081,17,
828103614,16,
828124578,26,
828133553,28,
828141853,14,
828141853,14,
828151951,13,
828202762,13,
828202762,21,
828202762,21,
828203059,21,
828238667,12,
828270629,29,
828277699,17,
828320101,11,
828321281,10,
828321281,28,
828321414,17,
828335513,51,AUDIO 2000
828342998,14,
828342998,22,
828359000,19,
828359000,19,
828368316,18,
828368316,18,
828368860,15,
828368860,23,
828372599,13,
828372599,13,
828401646,17,
828401646,17,
828401646,25,
828401646,25,
828408526,14,
828408526,14,
828424259,12,
828428201,10,
828428201,28,
828463125,17,LA CAVERNE D'AMEL
828481705,14,ARGANA
828481705,14,ARGANA
828512434,14,CERLEDUC
828512434,14,CERLEDUC
828534248,12,
828541870,14,
828549485,21,
828549485,21,
828550475,10,
828550475,28,
828550475,28,
828550475,36,
828558486,19,
828558486,19,
828609669,19,
828633420,17,CARIOCA BEACH WEAR
828633420,25,
828635920,14,
828635920,22,
828664706,11,
828664706,29,
828666503,28,
828666727,15,
828666727,23,
828667303,14,
828685644,27,
828685644,27,
828694505,11,
828702696,18,
828718726,15,
828718726,23,
828732230,10,
828732230,10,
828749135,12,
828753160,13,
828753160,13,
828753772,23,
828753772,31,
828762773,12,MJCOCO PRODUCTION
828763664,12,LA BODEGA ANDROUS
828763664,20,
828765453,18,
828773176,15,
828773176,23,
828794511,18,
828794511,26,
828795344,13,
828808352,11,
828819326,12,
828819326,20,
828823203,25,
828832121,10,
828860049,18,
828860049,26,
828882688,17,
828893578,17,
828901975,15,
828901975,23,
828983874,11,INFINITY
828988949,16,
828989434,18,
828989434,26,
829025857,14,ARBITRE SHOP
829060060,11,
829061001,14,
829075415,28,
829105584,17,GINI
829105584,17,GINI
829136720,28,
829136720,28,
829139062,14,
829142157,17,
829142157,17,
829178391,19,
829178391,27,
829185651,17,
829185651,17,
829216209,17,
829221183,17,
829221183,25,
829300250,26,SERGE COMTESSE
829300250,26,COIFFURE SERGE COMTESSE
829302041,19,
829313568,18,
829313568,26,
829340132,10,
829352392,15,JDS CHARPENTE
829352392,23,JDS CHARPENTE
829368034,15,
829375070,10,
829375070,10,
829379924,14,
829379924,14,
829382050,13,
829385996,22,
829385996,22,
829403690,11,
829417617,18,
829417617,18,
829417617,26,
829444710,18,
829458595,16,DEFONTAINE SERVICES
829480284,19,
829504208,10,
829504208,10,
829508571,17,
829508571,25,
829510148,10,
829511542,13,
829511542,13,
829511542,21,
829511542,21,
829552983,19,
829552983,19,
829552983,27,LES AGENCES DU LOIR
829562115,24,
829562115,24,
829575158,11,
829577360,11,2DI
829577360,11,2DI
829591643,12,
829591643,12,
829601475,17,
829608223,14,
829608223,22,
829619741,12,
829619741,20,
829624923,19,
829631860,14,
829632413,11,
829646819,21,
829663350,17,
829670835,18,
829710490,14,
829710490,22,
829725605,10,
829725605,10,
829738145,12,
829747625,12,
829747625,12,
829788223,16,
829788223,24,
829796713,16,
829796713,24,
829816040,10,
829816610,10,
829836345,19,
829864644,10,
829864644,10,
829864644,28,
829865344,16,
829865344,24,
829887041,12,
829887041,20,
829887454,314,TATI
829887454,314,TATI
829917400,14,GRILLADE EXPRESS
829925825,20,
829929439,18,
829929439,26,
829940329,16,
829967959,18,
829977206,20,
829977206,38,
829982388,11,
829982388,11,
830002762,11,
830002762,11,
830049946,15,
830058574,21,
830058574,21,
830078861,10,
830098190,10,
830098190,28,
830111977,21,
830125035,14,
830125035,22,
830128237,13,
830131025,17,
830131025,17,
830153383,13,
830155917,16,
830159646,17,
830159646,17,
830202024,14,
830202024,14,DILAN KEBAB
830202024,22,DILAN KEBAB
830222949,18,
830222949,18,LES COMPAGNONS DE FRANCE
830231320,11,
830231320,11,
830232716,19,
830236147,13,
830246823,17,
830272233,73,
830272233,73,
830272233,81,
830272233,81,
830272233,99,
830272233,99,
830272233,206,
830272233,206,
830272233,214,
830272233,214,
830272233,230,
830272233,230,
830291316,16,
830291316,16,
830343034,13,
830367066,16,
830409736,14,SAM AND GO
830416442,10,APAMS DEVELOPPEMENT
830416442,10,APAMS DEVELOPPEMENT
830416780,13,
830416780,13,
830422838,11,
830422838,11,
830422838,29,LA ROTISSERIE ST VICTOR
830422838,29,LA ROTISSERIE ST VICTOR
830436143,10,
830436143,28,
830437182,17,
830437182,17,
830450268,16,
830450268,24,
830456141,27,CASINO SHOP
830456141,27,CASINO SHOP
830465902,13,
830465902,21,
830500252,10,
830500252,28,
830500542,14,
830523148,21,
830526646,21,
830537304,40,SELF'COIFF
830567889,19,
830582086,13,
830582086,13,
830583480,17,
830583480,17,
830585832,17,
830585832,25,
830640520,11,
830640520,11,
830651022,14,
830651022,14,
830651022,22,
830651022,22,
830653093,13,
830653093,13,LA CLAIRIERE
830659314,25,
830662763,10,
830680963,14,
830680963,14,
830701041,14,L'ATELIER M
830701041,14,L'ATELIER M
830709093,17,
830709093,25,
830752671,16,
830752671,24,
830755427,10,
830792230,13,
830792230,21,
830805982,14,
830813598,18,
830896890,19,
830907184,14,
830907184,22,
830913166,13,
830913166,13,
830916979,16,APOWZEE
830916979,16,APOWZEE
830926051,12,
830927976,19,
830929816,23,
830929816,31,
830937041,10,
830937041,28,
830940979,16,
830940979,24,
830959045,14,
830959045,22,
831029517,16,CABINET MEDICAL ALAVA NDIAYE
831029517,16,CABINET MEDICAL NDIAYE FOUMY
831049598,12,
831049598,20,
831054317,19,
831077136,16,
831077136,16,
831081369,17,
831081369,25,
831118898,20,
831122437,13,
831122437,21,
831122544,16,
831122544,16,
831122544,24,
831150255,14,
831205372,53,
831208178,10,
831208178,10,
831228804,17,
831228853,14,
831228853,22,
831262092,16,
831266549,29,
831274428,18,
831274428,26,
831281910,16,
831285697,31,
831285697,31,
831293493,19,
831293493,27,
831311154,15,
831322250,26,
831322250,26,
831331525,12,
831331525,12,
831332887,15,
831332887,23,
831337787,12,
831337787,12,
831344577,18,
831344577,26,
831344833,15,
831344833,15,
831361209,16,
831364591,22,
831412424,10,
831430145,19,
831437157,17,
831437157,17,
831437157,25,
831438320,10,
831438320,10,
831448121,10,
831448121,28,
831448121,28,
831450499,23,
831450499,23,
831451034,19,FITELCO
831451034,27,
831453600,15,
831465307,13,
831468780,18,
831490255,13,
831498365,12,
831498365,20,CAP HOPE AGENCY
831499744,17,
831499744,25,
831521232,15,
831537204,16,
831537204,16,LE PAIN D'OR
831537931,14,
831545389,15,
831600432,15,
831600432,23,
831602008,29,
831604145,19,
831621578,10,
831621578,10,
831659404,22,
831659404,30,
831678776,12,
831678776,20,
831729512,10,
831729512,28,
831753413,10,
831762091,13,JE CREE JE RENOVE.COM
831762091,13,
831784640,11,
831808712,10,
831808712,28,
831810239,10,
831810239,10,
831812490,17,
831830401,12,
831839782,16,
831839782,16,
831845177,11,SPEC RMSL
831867569,12,
831869672,12,
831880083,17,
831880083,17,
831926076,17,
831933130,13,
831933130,13,
831953120,19,
831972823,15,
832036685,10,
832036685,10,
832036685,28,
832056931,13,LA MANGEOTTE
832056931,13,LA MANGEOTTE
832081764,17,
832081764,25,
832102099,13,
832117931,10,
832117931,10,
832121388,17,
832121388,25,
832127633,10,
832127633,10,
832140198,17,
832142079,17,
832142079,25,
832145171,27,PIZZA NOCHE
832146641,10,
832166177,10,
832185920,10,
832185920,28,
832255020,14,
832303382,10,
832321251,15,AU PTI TONNEAU
832321251,15,AU PTI TONNEAU
832322929,15,
832326086,10,CART'EN MAIN
832326086,10,
832346589,19,
832386437,12,LES JARDINS DU MIEUX ETRE
832389696,10,
832389696,28,L'EAU VIVE
832394043,18,
832394043,18,
832400808,16,
832420889,20,
832426308,17,
832431530,19,
832463434,15,
832471858,15,
832486443,19,
832486443,19,
832511745,24,
832514400,15,
832519334,11,
832520464,13,
832542047,10,
832542047,10,BAKER'S AVENUE
832563217,13,
832563217,13,
832566152,19,
832566152,19,
832566152,27,UN INSTANT POUR MOI
832570030,29,
832574800,13,
832586259,18,
832621445,10,
832625297,11,
832634703,17,
832634703,17,
832647754,15,
832676423,110,
832676423,128,
832676423,136,
832676423,144,
832676423,151,
832676423,169,
832676423,177,
832676423,185,
832676423,193,
832676423,201,
832676423,219,
832676423,227,
832676423,235,
832682231,10,
832691158,14,
832700272,12,
832721328,17,
832721328,17,
832740708,17,LES CABINES
832740708,25,LES CABINES
832740708,25,LES CABINES
832750178,10,
832750996,15,OH MY SPA
832762868,87,
832779680,12,
832779680,20,ARTSCENIC DANCE SCHOOL
832799944,26,
832809651,17,HUGO SCHEIDBACH
832821334,14,
832821334,14,BURGER & WINE
832827844,16,
832827844,24,
832840482,18,
832840482,18,
832841761,14,
832853725,14,
832856314,14,
832856314,22,
832866818,12,PRANA BOUTIQUE ETHIQUE
832866818,12,PRANA BOUTIQUE ETHIQUE
832878094,24,
832878094,24,
832882575,18,
832882575,18,
832919153,11,
832924146,18,
832988505,59,INDIGO WEEL
832990394,13,
832990394,13,
832991608,15,
832991608,23,
832996045,15,
832996045,15,
833000946,16,
833000946,16,
833002819,13,
833002819,13,L'EN-K
833010184,12,
833036171,19,
833036171,19,
833051790,16,
833059561,13,
833073414,17,REVALOR METAUX SP / WORLD BUSINESS
833073414,17,REVALOR METAUX SP / WORLD BUSINESS
833082829,15,
833083363,14,
833089659,19,
833098924,16,
833098924,16,
833115645,16,
833115645,24,
833127673,14,CLINIQUE JEANNE D'ARC
833127673,22,
833129547,18,
833129547,18,
833140189,14,
833153794,15,
833153794,15,
833162175,370,
833162175,388,
833162175,396,
833162175,404,
833168313,17,
833168313,17,
833168313,25,STUDIO CYCLONE
833186208,17,
833187719,12,
833187719,12,
833190507,16,
833190507,16,FORUM COIFFURE
833192941,15,
833192941,15,
833193840,18,
833193840,18,
833208440,10,
833216088,17,
833217037,13,
833227804,14,
833263478,12,V.B.S
833263478,20,
833274145,360,
833277478,16,
833283559,15,
833283559,15,
833288442,19,
833288442,19,
833288525,11,
833301864,17,
833301864,17,
833308570,13,
833308570,21,
833314321,13,
833314321,21,
833316334,14,
833316334,14,
833324130,16,
833324130,24,
833330137,13,
833359763,12,
833364862,15,
833364862,15,
833403157,13,
833409857,12,
833409857,12,
833420714,10,
833420714,28,
833440381,14,
833440423,14,
833440423,22,
833487317,12,
833487317,12,
833491426,15,
833500994,11,
833507890,14,
833507890,14,
833508716,28,
833512411,12,
833512411,12,
833530561,46,
833530561,46,
833530561,61,
833530561,61,
833546203,13,
833546203,13,
833546906,11,
833546906,11,
833548183,23,
833548183,23,
833556251,19,TSAR PASSY
833556251,19,TSAR PASSY
833556251,27,
833584972,16,LE BON COIN
833586423,18,OPTIQUE DOULLENS
833586423,26,OPTIQUE DOULLENS
833607955,14,
833607955,14,
833615099,11,
833615099,29,
833625460,13,
833625460,13,
833671142,10,
833671142,10,
833680861,14,
833680861,14,
833686280,11,
833689235,12,
833691272,11,
833696313,18,
833696313,26,
833702988,19,
833702988,19,
833714314,14,DAVID SIMON PROD
833714314,22,
833716012,20,
833727969,10,
833727969,10,
833735244,18,
833735244,18,
833741853,18,
833742703,14,
833742703,14,AMBULANCES ARNAL
833766900,17,
833766900,25,
833768005,13,
833768005,13,
833772965,12,
833772965,20,
833779424,21,
833779424,21,
833784150,17,
833784150,25,
833785512,17,
833785512,17,
833786874,10,
833786874,10,
833789431,16,
833789431,16,
833789431,24,
833809833,19,
833809833,27,
833814452,29,
833814452,37,
833815590,17,
833815590,17,
833820731,10,
833820731,10,
833833510,13,
833833510,21,
833843444,21,
833843600,10,VALERIE COIFFURE
833860240,13,
833860240,21,
833876568,19,
833876568,19,
833900988,19,
833910227,28,
833943962,13,
833943962,21,
833946692,13,
833946692,13,
833949399,12,
833949399,20,
833962483,16,INDIVISION VERCKEN
833967409,16,
833967409,16,MAISON SERVAT
833969967,11,
833969967,11,
833979156,19,ROUSSEL
833997836,14,
833997836,14,
834010449,17,
834010449,17,
834015109,12,
834033581,10,
834033581,10,HEBECREVON AUTOMOBILES
834034944,19,
834034944,19,
834055725,16,
834083701,13,
834083701,13,
834084279,19,
834084279,19,
834089757,19,
834089757,19,L'EMBARGO
834090730,13,CHEZ MISTINGUETT
834090730,13,CHEZ MISTINGUETT
834094419,19,
834094419,27,
834096067,14,GARAGE MANU BUIRET
834096067,14,GARAGE MANU BUIRET
834096497,88,
834096695,285,
834096695,293,
834096695,301,
834096695,319,
834096695,327,
834096695,335,
834096695,343,
834096695,350,
834097230,17,JMT
834097230,17,JMT
834097396,16,
834097396,16,
834100802,18,
834105298,14,
834105298,14,
834117863,11,
834117863,29,
834142101,15,
834142101,15,
834147050,19,
834147050,19,
834157513,13,
834157513,13,
834157513,21,
834157513,21,
834157513,39,
834157513,39,
834157513,47,
834157513,47,
834157513,54,
834157513,54,
834157513,62,
834157513,62,
834157513,70,
834157513,88,
834157513,96,
834157513,104,
834157513,112,
834157513,120,
834157513,138,
834157513,146,
834157513,153,
834157513,161,
834157513,179,
834164816,11,
834164816,11,
834173692,15,
834173692,15,
834182735,11,
834182735,11,
834191124,17,
834191124,17,
834197378,13,
834197378,21,
834210676,13,
834221731,13,
834222580,13,
834222580,13,
834225831,17,
834225831,25,
834228819,19,
834228819,19,
834228991,16,MY.BAUTY.
834228991,16,MY.BAUTY.
834235517,10,
834239626,15,
834239626,15,
834251407,13,
834251407,13,
834251449,15,
834251449,15,
834270001,11,
834270001,11,
834277600,13,
834278194,16,
834278194,16,
834278434,16,
834278434,16,
834278434,24,
834297624,19,
834297624,19,
834310732,13,
834310732,21,
834318230,10,
834318230,10,CITY VISION
834319303,14,
834320632,13,
834320632,13,
834323594,12,
834328932,19,
834333163,14,
834333916,15,
834333916,15,
834338279,13,
834338279,13,
834356073,17,
834356073,25,
834362782,15,
834400525,12,
834400525,12,
834403719,18,
834403719,18,
834408007,13,
834408007,13,
834408007,21,
834408577,15,L'EPICERIE CAFE
834408577,15,L'EPICERIE CAFE
834427015,13,
834427015,21,
834454563,18,
834462863,12,
834462863,12,
834472284,19,
834472284,19,
834477382,16,
834477382,16,
834497190,19,
834497190,19,PAUSE GOURMANDE
834507527,10,
834509689,24,
834514838,12,
834518490,18,
834518490,18,
834528986,13,
834528986,13,
834560401,12,
834560401,20,
834573552,17,
834580797,19,LE PELLETAN
834580797,19,LE PELLETAN
834581910,17,
834581910,17,
834583684,16,
834583684,16,
834583684,24,AUX DEUX OLIVIERS
834590556,17,
834598799,15,
834598799,15,PHARMACIE DEFRANCE
834616427,29,
834633448,16,
834633448,16,
834636763,15,
834636763,15,
834652729,15,A.D.E.C
834652729,23,
834657934,16,
834679987,18,DALITROT
834679987,18,DALITROT
834690919,16,
834690919,16,
834701948,12,
834701948,12,
834704520,16,
834704520,16,
834707531,10,
834715484,12,
834715484,12,TAXI MONNIER
834715633,14,
834715633,14,
834723769,16,
834723769,24,
834727513,14,PRETTY CAFTAN
834733503,17,
834733503,25,
834733891,16,
834740961,18,
834740961,18,
834740961,26,
834741555,25,
834757049,12,
834759755,12,
834759755,12,
834773012,10,
834774473,13,
834775199,13,
834780868,16,
834785131,14,
834785131,14,
834797359,17,
834797359,17,
834808636,15,
834808636,15,
834822389,13,
834822389,13,
834823403,11,
834823403,11,
834823502,10,
834823502,10,API
834827883,10,
834827883,10,
834830085,17,
834830085,17,
834830812,14,
834830812,14,
834835431,18,
834835431,18,
834850521,16,
834850521,24,
834859696,17,
834883845,10,
834883845,10,
834885279,10,
834885279,28,
834893109,19,
834893109,19,BOUCHERIE RV
834900771,17,
834900771,17,
834908899,18,
834908899,18,
834909749,22,
834909749,22,
834910762,14,
834910762,14,
834916181,29,
834924599,14,EARL HUAU
834924599,14,EARL HUAU
834935330,11,
834935330,11,
834938441,13,
834938441,13,LA CHISTERA
834941379,10,
834941379,10,SB CONDUITE
834958779,11,
834958779,11,
834972382,16,COUVE NELLY
834972382,16,COUVE NELLY
834976151,94,
834976151,102,
834976979,15,
834981508,15,
834984445,17,
834984445,17,
834989592,11,
834989592,11,
834991119,19,
834991119,19,
834994360,16,
834994360,16,THAI VIET GOURMET
834998882,15,
834998882,15,
835003989,18,
835005794,10,
835006412,18,
835006412,18,
835012105,10,
835012105,10,
835014911,19,
835014911,19,
835023730,12,
835028440,13,
835040312,18,DIVA CONSEIL
835040312,18,DIVA CONSEIL
835043373,17,
835043373,17,
835051566,15,
835052317,12,
835052317,12,
835062860,19,
835062860,19,
835062860,27,OPTIPOP
835071366,16,
835071366,24,
835072505,18,
835072505,18,
835075169,10,
835075169,10,
835079427,18,
835079427,18,
835081589,11,
835081589,11,
835089749,13,
835089749,13,
835093519,14,
835093519,14,
835096595,11,
835096595,11,
835096595,29,
835101502,10,
835101502,10,
835102112,17,
835102112,25,
835103102,17,
835109745,17,
835115908,39,
835117474,14,
835117474,14,
835118845,14,
835118845,14,
835119660,16,
835119660,16,
835129222,13,
835129222,13,
835129982,12,
835129982,12,
835129982,20,
835131103,11,
835142977,15,
835142977,15,
835163890,14,ANADOLU
835163890,14,ANADOLU
835163940,17,
835163940,17,
835178054,10,
835179144,18,
835181660,19,
835181660,19,
835184011,12,
835184011,12,
835186917,18,
835186917,18,
835186933,15,
835186933,15,
835188962,12,
835188962,12,
835191867,18,
835193715,17,
835193715,17,
835195694,12,ORCEA BIJOUTERIE
835195694,12,ORCEA BIJOUTERIE
835206111,14,
835206111,14,U SNACKU
835224130,12,
835224130,12,
835224650,19,
835224650,19,
835225251,15,
835225251,15,
835243940,11,A L'HAIR LIBRE
835243940,11,A L'HAIR LIBRE
835244013,16,
835244013,16,
835244245,14,
835244245,14,
835244591,11,
835249707,18,
835249707,18,
835250549,10,
835250549,10,
835250804,19,
835250804,19,LA GABARE
835251612,15,PIETRO FONDACARO BTP
835251612,15,PIETRO FONDACARO BTP
835253527,13,
835253527,13,
835255712,19,
835256090,19,
835256090,19,
835259235,17,
835264755,17,
835264755,17,
835267642,14,
835267642,14,
835268939,13,
835268939,13,LA COMTESSE DE SEGUR
835270794,18,
835270794,18,
835271495,11,
835274036,10,
835274036,10,
835275645,17,
835275645,17,
835277229,18,
835280959,15,
835280959,15,
835287533,11,
835287533,11,
835295015,27,
835298324,12,
