SIREN,NIC,ENSEIGNE
803263169,28,VOTRE MARCHE AU QUOTIDIEN
803273739,18,
803273739,26,
803289388,40,
803294503,39,
803294503,39,
803327378,29,
803337278,11,
803337278,29,
803353283,28,SIZZY
803361864,17,
803377936,15,ECURIE DES SOURCES
803408384,11,
803408384,29,
803409564,25,
803409564,33,
803418102,23,
803418102,31,
803419621,13,
803419621,21,
803422914,25,
803462654,28,
803462654,36,
803484070,13,
803515832,19,
803590686,25,
803625888,26,
803625888,26,
803632264,21,
803632264,39,
803634344,11,ROMAIN ET MELANIE LEBLANC
803697879,10,
803713718,10,
803713718,28,
803739044,52,
803739044,52,
803744283,26,
803744283,34,
803750280,15,
803750280,15,
803766849,19,
803791573,30,
803813674,14,
803813674,22,
803827666,14,
803827666,14,
803848811,11,
803848811,11,
803851575,16,
803895531,17,
803931096,25,
803946565,14,
803946565,22,
803977024,22,
803977024,22,
803998343,13,
804024883,22,ESCLUSA ELECTRICITE
804037059,16,
804041655,23,
804047249,11,
804059871,17,
804104800,11,
804115806,23,
804140846,28,
804140846,36,
804150506,17,
804150506,25,
804160562,18,
804160562,26,
804165454,21,
804179547,26,
804210862,20,
804210862,38,
804211746,16,
804218576,10,CUISINES RAISON
804218576,36,
804218964,18,
804220705,11,
804220705,11,
804221265,15,
804221265,23,
804221638,39,
804222859,14,
804232767,17,
804232767,33,
804269280,33,
804317402,19,AUTO-ECOLE CARNOT
804317402,27,AUTO ECOLE CARNOT
804347961,18,
804364594,15,
804371284,22,
804372241,13,
804373181,28,
804373181,36,
804373397,20,
804377646,26,
804377646,34,
804383511,16,
804385607,10,
804431278,14,
804475499,13,
804527554,13,C R E A G I R
804537702,24,
804554277,17,
804562932,25,
804576692,11,
804598233,18,
804598233,26,
804616688,11,
804616688,29,
804629616,25,
804649150,13,
804707693,29,
804725612,19,
804730430,27,
804734762,11,
804744415,22,
804756153,16,
804756153,32,
804769693,16,
804778330,14,AUX GOURMANDISES DE CELINE
804814234,14,
804814234,14,
804832046,28,
804871143,17,
804871143,17,
804914265,17,
804924843,19,
804924843,27,
804927705,17,
804936011,19,
804939353,12,
804944858,21,
804947687,21,
804949287,28,
804949287,28,
804950137,47,
804951523,13,
804956118,17,
804958528,23,
804958528,31,GUSTAVE
805003134,14,
805003134,22,
805045689,25,
805052248,12,
805052248,12,
805058963,28,
805077187,13,
805077187,21,
805085610,14,
805085610,14,
805096146,16,FLUNCH
805111895,35,
805129442,10,
805205739,16,
805206356,18,
805209988,23,
805230380,18,
805263720,23,
805274792,11,
805274792,29,
805279254,17,
805279254,25,
805292398,23,
805292398,31,
805309978,23,
805314051,14,
805404936,17,
807397781,20,
807397781,20,
807405931,21,
807509575,21,
807517826,10,
807518527,13,
807518527,13,
807548524,30,
807599832,19,
807599832,19,
807617360,19,
807643945,15,
807643945,23,
807680723,10,L'ATRIUM
807680723,10,L'ATRIUM
807692769,27,
807693676,15,
807708060,15,
807708060,23,
807732987,35,
807742671,17,
807742671,25,
807774831,18,
807781950,25,
807783733,23,
807831052,12,
807908298,19,
807921945,18,
807931100,18,
807937032,17,
807937032,33,
807950464,48,CASA ITALIA 4
807953344,15,
807957667,15,
807957667,23,
807977103,17,
807977103,25,CENTURY 21 BEAUREPAIRE
807999230,61,
808003958,10,
808005813,15,
808009807,21,NRGY
808009823,28,
808054548,17,
808060776,16,L'OFFICIEL COMPTOIR
808066567,13,
808117683,25,
808118269,22,
808118269,22,
808118921,10,
808140016,29,
808140016,29,BIO INVEST 17
808160352,15,
808166649,18,
808168819,23,
808190516,19,
808239586,15,
808253231,27,
808253231,35,
808255962,25,
808272561,24,
808279236,18,
808279236,26,
808307797,15,LE TILLEUL
808307797,15,BIARROTTE PIZZA
808342067,10,
808349757,27,
808353304,13,
808353304,21,
808379358,27,
808379358,27,
808392278,20,AXA AGENCE EMMANUEL REGNAULT
808406292,17,
808419188,20,
808427033,10,
808427033,10,
808445225,28,
808445225,28,
808470256,13,
808475628,18,
808524920,10,MA DELICE
808524920,10,MA DELICE
808557797,87,DRIVE INNOV
808558217,10,
808558217,10,
808558217,28,
808558217,28,
808563316,13,
808571517,16,
808584429,19,XARNEGU SAGARRAK
808584429,19,XARNEGU SAGARRAK
808590285,17,
808590285,25,
808626246,25,
808643985,27,ALLOLIQUID
808677496,16,
808677496,24,
808705016,34,
808763312,28,
808781967,19,
808781967,19,
808802888,12,
808802888,20,
808805295,17,
808805295,17,
808807598,20,
808807598,38,
808812242,28,
808817001,15,
808817001,23,
808819163,11,
808819163,29,
808831473,34,
808859912,12,
808890164,11,
808890164,11,
808895841,27,
808912158,17,
808916126,28,
808940548,15,
808971055,13,
808971055,21,
808986277,16,
809004039,16,
809004039,24,
809007180,15,FOURNIL DES NATALYS
809047491,18,
809047491,26,
809094394,16,CENTRE DE FORMATION POUR LES METIERS DU TRANSPORT
809100605,1148,
809105562,15,
809105562,23,
809131527,24,
809131527,32,
809131527,32,
809131527,57,
809152978,15,
809153760,16,EXPERT CONTACT
809153760,24,EXPERT CONTACT
809170558,13,
809170558,21,
809203946,29,
809211360,49,
809211360,56,
809266216,13,
809266216,21,
809299787,14,
809318538,18,
809318538,26,LIZAIT
809328487,16,
809360639,11,
809378664,19,
809401516,12,
809420565,16,
809423817,18,AMD
809423817,26,
809433691,23,PASTEL AUDITION
809436256,14,
809441728,15,ROSENBOIS INDIVISION
809446172,11,
809470057,13,
809501166,23,LA BOUTIQUE GABRIELLE
809507817,17,IDYLLE MODE
809507817,25,
809539174,15,LE TALLEYRAND
809548589,21,
809559305,10,
809583362,11,
809586480,18,
809607898,24,
809644578,19,
809644578,35,
809644578,35,
809662349,20,
809728405,30,CARREFOUR EXPRESS
809728405,30,CARREFOUR EXPRESS
809734957,16,
809769342,19,CITY SPORT
809769342,19,CITY SPORT
809786700,25,
809820822,17,L'IMPREVU
809827793,13,
809827793,13,
809848435,16,
809869084,16,
809894181,19,
809894181,27,DOMAINE D'AILLAM TENROC
809894181,27,DOMAINE D'AILLAM TENROC
809904725,29,
809904725,29,
809904725,37,INTER CONTINENTS TRADING
809921596,15,
809950728,18,
809952948,10,MAISONS BEBIUM
809952948,10,IMMOBILIER NEUF NOUVELLE GENERATION
809971450,14,
809971450,22,
809974322,12,
809974322,20,
810007047,14,
810007047,22,
810029611,11,
810029611,29,
810058677,16,
810058677,24,
810064519,20,
810064519,20,
810087452,19,
810099879,19,
810099879,19,
810107078,34,
810107078,42,
810121350,13,
810121608,14,
810121608,22,SAS CARAIBES ECO COUCHES
810142885,21,
810154799,29,
810154799,37,
810159434,10,SECOURS & RISQUES
810159434,28,D'EST EN OUEST FORMATION
810159434,28,D'EST EN OUEST FORMATION
810159434,51,
810163196,19,
810163196,19,
810175349,10,
810175349,10,
810231209,18,
810288084,25,
810289983,27,
810291500,17,
810334342,13,
810346213,12,
810346213,20,
810356725,20,CHEZ BOULAN BISTRO IODE
810356725,20,CHEZ BOULAN BISTRO IODE
810379859,38,LE VELICIO
810396549,26,
810414680,27,
810414680,27,
810435420,15,
810435420,15,
810451930,12,
810472928,11,
810472928,29,
810473652,16,
810473652,16,
810477166,13,
810486167,10,
810489427,15,
810489427,23,
810509786,10,
810514851,15,
810528547,13,
810528547,13,
810538942,22,
810538942,22,
810576538,13,
810590430,15,
810590430,23,
810612317,18,
810641613,23,
810658229,10,
810667535,19,
810736850,19,
810736850,27,
810736850,27,
810736850,35,
810739482,18,
810790378,14,
810790378,22,
810817437,25,
810876029,10,
810876029,28,
810877688,12,
810878355,17,
810885301,12,VINE ESCAPE
810885301,12,VINE ESCAPE
810903211,11,
810913889,12,FAURE-KAOUANE INDIVISION
810927350,19,
810927350,19,
810942995,12,
810947325,25,
810950279,10,
810950279,28,
810971531,27,
810971531,43,HYDROBAT BORDEAUX II
810971531,258,HYDRBOAT
810986208,17,
811007624,26,
811012707,14,
811033844,10,
811033844,28,
811045418,19,
811045533,15,
811053347,19,
811057330,11,
811057330,11,
811076983,14,
811076983,22,
811089937,15,
811089937,23,
811094333,28,
811102169,34,
811102169,42,
811105584,15,
811106897,28,
811106897,28,
811157866,13,ALTER-EGO
811157866,21,
811215193,12,
811228105,11,
811235399,11,
811241066,18,
811255850,18,
811255850,26,
811270560,14,
811297613,10,
811313402,18,
811327543,13,
811327543,21,
811338672,17,
811346097,17,
811346097,25,
811357177,13,
811358282,10,
811411388,10,
811411388,10,
811453869,18,
811453869,18,
811466499,35,
811466499,43,
811466820,16,
811466820,24,
811468180,13,
811471655,27,
811471655,35,
811474964,12,IVF TERRAINS A BATIR
811474964,12,IVF TERRAINS A BATIR
811577261,19,
811577261,27,
811586072,19,
811586072,27,
811591387,14,
811591387,22,
811613421,15,
811623008,18,
811654169,10,
811657972,14,
811681295,28,L ART DES CHOIX
811731215,26,
811731215,26,
811763606,27,
811763606,35,
811795434,26,
811806116,26,
811819192,22,
811853282,28,
811855873,14,
811872654,17,
811892165,10,LACROIX
811894138,15,
811905595,13,
811905595,21,
811913631,16,
811913631,16,
811913631,24,RESTAURANT CHEZ PAYET
811913631,24,RESTAURANT CHEZ PAYET
811927854,26,
811938711,25,
811938711,33,
811941939,19,
811941939,19,
811946516,10,C.M.S.
811946516,28,
811946516,28,
811946516,36,ANA MIGHTY SOUND
811948694,13,
811948728,19,
811971183,17,
811977610,13,
811977610,21,
811983758,12,
811985837,12,
811985837,12,
812028322,12,
812028322,20,UNIVERSITE DE LA VALEUR
812037414,16,
812037414,16,
812048163,16,
812048163,16,
812048163,24,
812070571,29,
812071116,14,
812071116,22,
812079325,13,
812111219,26,
812124378,17,
812133460,12,
812139863,11,
812139863,29,
812150225,25,
812183424,17,
812184968,20,CHEVAL D'ADRET
812190858,17,
812201028,30,
812224046,19,
812244275,10,
812244275,28,
812267300,18,
812280204,15,
812305480,12,
812317782,25,
812322162,15,
812323186,13,
812323186,21,
812369395,15,
812393577,18,
812419950,17,
812421592,13,
812436574,14,
812472884,12,
812472884,20,
812476935,26,
812476935,26,
812482636,14,
812482636,14,
812489854,16,
812489854,24,
812555886,17,
812555886,25,
812557387,30,
812590719,17,
812592756,17,
812592756,17,
812622215,18,
812622215,26,
812655637,13,
812655637,21,
812668689,27,
812675072,19,
812684348,12,
812698140,17,
812698140,25,
812731503,15,
812745446,11,
812745867,18,
812745867,18,
812817377,29,
812821544,10,
812821544,28,
812822898,19,
812827772,37,PARENTHESE LINGERIE
812832368,11,
812832368,29,
812837581,48,
812837581,48,
812868859,24,
812870020,29,
812882306,10,
812882306,28,
812892677,12,
812892677,12,
812899748,14,
812913291,33,
812914133,10,
812938496,13,
812979037,15,
812988764,13,
812988830,12,
812988830,20,
812991933,19,INTRIGUE
812992428,19,
812992428,19,
812992428,27,
813010485,31,
813010485,31,
813010485,49,
813010485,56,
813023850,15,
813023850,15,
813047057,19,
813047057,27,
813054954,17,
813064672,13,
813083680,47,
813127529,10,ILEHA INSTITUT
813133725,16,
813137098,22,
813137098,30,
813169117,13,
813169117,21,
813214426,13,
813214426,21,
813228012,23,
813257557,21,
813257557,21,
813263423,10,
813308475,17,
813308475,25,
813323391,17,
813327913,22,UNE ENVIE DE ...
813356342,10,
813360245,35,
813365657,10,
813365657,10,
813377090,10,
813383379,19,
813383379,27,
813395183,29,
813439304,11,
813444585,18,
813450020,17,
813450020,25,
813460656,16,
813472529,11,
813473642,11,
813488830,15,
813507126,23,
813517257,16,
813517257,16,
813521200,10,
813556180,20,
813579570,25,
813590791,14,
813590791,22,
813605664,16,
813605664,24,
813622461,16,
813646544,11,
813679594,24,CAP'TAXI
813679594,32,
813705845,36,SINAD CREATION
813705845,44,MATHILDE DANIS ARTISAN BIJOUTIER
813705977,29,
813721537,13,
813721537,13,
813742699,24,
813742699,24,
813747821,11,
813748860,18,
813760030,11,
813760030,29,
813799178,13,
813807823,14,
813807823,14,
813813136,21,
813813136,39,
813823713,33,
813834140,10,
813838950,18,
813838950,26,
813846888,10,SWEET HOME AT HOME
813851250,15,
813902566,13,
813902566,21,
813915881,11,
813915881,11,
813939642,27,
813943784,13,
813959293,16,
813966090,17,
813966090,25,ARCHI
813972106,13,
813974144,12,
813980638,15,ENCAS D'HIPPO
813980638,15,ENCAS D'HIPPO
813984846,10,
813988045,23,BEAUTY DOMICILE
814004008,11,
814064879,38,
814064879,38,
814072245,16,
814072245,24,
814076204,19,
814090148,10,
814099230,17,
814133963,37,
814133963,45,
814159695,18,
814238937,27,JMT
814253605,38,
814280384,11,
814280384,11,
814280707,21,LE RESTO DE LA PLANCHE
814299442,16,
814299442,24,
814300919,10,
814312633,13,
814359162,25,
814401261,15,
814468039,23,
814472510,19,
814484531,11,
814488805,15,
814488805,23,
814490215,13,
814518460,21,L'ANNEXE
814523478,18,
814523478,26,
814525515,23,
814541561,19,FIRST FOOD BOULEVARD
814559332,14,
814560868,22,
814582698,19,
814582698,27,
814663415,10,
814671327,17,ARTIZ
814671327,25,
814677845,12,
814693651,22,
814694956,24,
814704052,12,
814749503,11,
814750212,15,
814750212,23,
814774360,14,
814774360,22,
814774360,22,
814774840,23,
814780136,10,
814784799,11,BUTTERFLY EFFECT
814801940,28,LE GLAMOUR BEACH
814801940,28,LE GLAMOUR BEACH
814816740,17,
814843918,16,
814843918,24,
814855409,29,
814875977,21,
814875977,21,
814888699,18,
814889606,12,
814889713,24,
814895538,19,
814895538,27,
814905535,13,
814922506,21,
814922506,21,
814924759,16,
814924759,24,
814928578,24,
814941456,18,
814941456,26,
814952776,15,
814952776,15,
814963799,14,
814963799,22,
814964003,10,
814985321,11,
814986345,27,
814987152,26,
814987152,34,
815001466,29,
815013834,24,
815013834,24,U TROGLU
815050711,10,
815050711,28,
815067657,16,
815067657,24,
815078092,13,
815100672,14,
815108600,17,
815115555,14,
815118096,16,
815118096,24,
815134036,20,
815134036,38,
815156005,10,
815168075,19,
815168075,27,
815218870,13,
815223433,21,JEAN MARC THEBAULT
815258835,17,
815258835,25,
815283361,39,
815317771,13,
815317771,13,
815317953,17,
815317953,25,
815377619,11,
815388558,18,
815399605,14,
815400254,18,
815400254,26,
817380520,12,
817380520,20,
817396922,12,
817443351,17,
817461064,13,
817470917,11,ESCO'BAR
817470917,11,ESCO'BAR
817477615,14,
817477615,22,
817479678,36,LIP 25 - LIMOGES
817489123,15,
817556319,17,
817565690,28,VERGER ET POTAGER
817580145,16,
817593908,12,
817593908,20,
817600760,26,
817601982,17,T.L.M PERTUIS
817675275,17,
817695406,14,
817695406,22,
817698186,19,
817698186,27,
817702632,16,
817702632,24,
817703200,11,
817738750,30,
817738750,48,
817739147,12,
817742034,17,
817747561,14,
817757107,13,
817776891,35,
817778574,19,
817778574,27,
817804586,37,
817804586,45,
817827306,17,
817827306,25,
817833544,23,
817833544,23,
817857568,23,
817857568,31,LE RELAIS
817857568,31,LE RELAIS
817860422,10,
817871247,26,EPICERIE AU P'TIT BONHEUR
817889363,21,
817889363,39,
817900103,18,
817900103,26,
817915481,11,
817920176,10,EURL GET MULTISERVICES
817938897,11,ASTAS
817938897,29,
817941404,11,
817949696,14,
817949696,14,
817949696,22,
817958341,15,SQUARE MAKER
817986177,19,
817993124,12,
817993124,12,
817993868,14,T.SANTOS
817993868,22,T.SANTOS
818041899,19,SLB
818093163,17,
818109340,13,
818142465,17,
818142465,25,
818143505,19,
818150070,14,
818164774,15,NICE 3D LAB
818164774,15,NICE 3D LAB
818165862,17,
818165979,19,
818165979,27,
818171662,13,
818190050,18,
818202111,14,
818238396,19,
818264178,42,
818264178,42,
818290199,12,
818290199,20,
818295560,10,
818295560,28,DOMAINE DU BALBUZARD
818295560,28,DOMAINE DU BALBUZARD
818297715,18,
818311466,10,
818311466,28,
818323776,18,
818345605,13,
818346256,14,
818346256,22,
818362873,15,
818386708,23,
818401044,16,
818401044,24,
818412702,16,
818412702,16,
818414872,15,
818414872,23,
818416109,10,
818423816,11,
818423816,11,
818428633,15,
818436784,16,
818445512,10,NATHEO PAYSAGISTE
818445512,28,NATHEO PAYSAGISTE
818447047,15,
818477499,11,
818477499,29,
818482804,15,MLL MARGUERITE CREATION
818482804,23,MLL MARGUERITE CREATION
818513715,16,
818513715,24,
818542235,10,
818552432,10,
818573438,12,
818582298,19,LA PIAZZETTA
818597502,17,ZENCIA ESTHETIQUE
818600843,28,
818600843,36,
818620510,29,
818641987,16,
818643561,17,
818643561,17,
818650194,17,
818654147,11,
818664567,18,
818674491,27,
818674491,27,
818765489,13,
818788317,19,
818788317,19,
818805814,14,
818808230,10,
818808230,28,
818808230,28,
818813198,12,
818813198,12,
818816332,14,
818817173,29,
818819898,11,
818819898,29,
818821191,17,
818842874,13,
818842874,21,
818848574,13,
818848574,13,
818858524,23,
818858524,23,
818866303,14,
818866303,22,
818875114,14,
818875114,22,
818876591,12,TENZING
818876591,20,TENZING
818882763,19,
818882763,27,
818898777,11,
818920852,22,
818920852,22,
818939928,11,
818939928,29,
818945248,16,
818959249,17,
818973091,15,
818973091,15,
818995961,13,
818996027,12,
819020843,10,
819039538,15,
819050519,19,
819050519,19,
819053042,19,
819053042,27,
819058371,25,DAWA'NTURE
819066945,18,
819066945,26,
819074113,13,
819105867,17,
819105867,25,
819106642,13,
819120049,39,SUNDEK
819120049,47,SUNDEK
819140690,10,ORLOGEALEUR
819184896,10,
819184896,10,
819185091,17,
819186198,19,
819206244,17,
819219288,19,
819221706,24,
819221706,32,
819224130,16,06 LOC ECHAFAUDAGE
819228081,17,
819228081,25,
819239922,19,
819239922,27,
819247677,19,
819254103,16,
819258229,15,
819267808,15,
819269853,19,
819269853,27,
819291832,15,
819291832,23,
819291964,206,SUN SOLUTIONS
819291964,214,
819294950,12,
819301060,11,
819301078,13,
819311309,10,
819311309,10,
819362666,11,
819371253,17,
819371253,25,
819371253,25,
819371253,33,
819388059,19,
819388620,18,
819388620,26,
819396086,12,
819396086,20,
819398561,20,
819408352,14,
819408352,14,
819408352,22,
819408352,22,
819416421,25,
819417668,20,EURL KAZMACARONS
819417668,20,EURL KAZMACARONS
819421090,13,
819421090,21,
819432287,20,
819438995,22,
819441072,17,
819444571,15,
819445909,16,
819460866,26,ART ET CARRELAGE
819460866,26,ART ET CARRELAGE
819464710,14,
819476565,18,
819476565,26,
819508110,15,
819508110,23,CAMPANILE ROUEN MERMOZ
819508110,23,CAMPANILE ROUEN MERMOZ
819522962,29,SUPERETTE DE LA GARE 7/7
819573379,16,CHEZ MARYANE
819580325,10,
819580325,28,
819589136,12,
819589136,20,
819592783,16,
819595570,14,
819601584,25,
819601584,33,
819604695,26,
819604695,34,
819604695,42,
819650755,13,
819650755,21,
819670712,10,
819676974,10,LA NAPOLIA
819676974,28,LA NAPOLIA
819676974,28,LA NAPOLIA
819677659,16,CARREFOUR EXPRESS
819680513,28,
819680513,28,
819681065,10,
819681065,10,
819693045,18,
819699711,19,
819699711,27,
819704586,18,
819713835,18,
819739707,35,
819739707,35,
819754367,12,
819768912,19,
819781436,20,
819783820,15,
819785437,16,
819785437,24,
819807652,121,RELAIS PARC MONTREAU
819807652,170,RELAIS PIERREFITTE SUR SEINE
819809088,19,
819809088,27,
819811621,13,
819827239,16,
819884099,14,
819884107,15,
819928102,22,
819940552,14,
819966862,16,
819966862,24,
819969809,14,
819977224,16,
819999582,11,
820004729,19,
820022200,19,
820033074,15,
820042323,15,
820084127,27,OUTSIDERS GALERIE
820084127,27,OUTSIDERS GALERIE
820088623,13,
820088623,21,
820094001,14,
820131787,21,
820131787,21,
820137586,13,
820172740,12,
820172740,20,
820174837,22,
820174837,22,
820196830,13,L'ATELIER DE STEMAELLE
820196830,21,
820205623,11,
820214989,15,
820214989,23,
820230100,19,
820237402,12,
820237402,20,
820249084,14,
820249084,14,
820258952,10,
820258952,10,
820270981,13,
820273829,11,GAME EVER
820273829,29,
820288892,12,
820289346,18,
820296192,17,
820296192,25,
820349702,10,
820349702,10,
820361913,16,
820361913,16,
820365716,19,
820368124,13,
820368124,21,
820368934,15,
820368934,15,
820385128,13,
820389146,11,
820394112,16,
820416337,13,LYAN NAILS
820464378,18,
820469013,16,
820476646,14,CHEZ ROGER
820481935,14,
820491652,13,
820491652,21,
820509115,11,
820509115,29,
820511517,14,
820524551,18,
820538973,18,
820545101,17,
820548022,12,
820548022,20,
820552040,17,
820552040,17,
820552446,16,
820568772,25,
820581569,10,
820606374,16,
820616837,10,
820648509,17,
820672376,10,
820673150,18,
820673820,24,
820705267,12,
820714574,10,
820714574,10,
820733103,23,
820736163,16,
820758407,10,
820776789,19,A.S.I.
820828598,12,
820828598,12,
820834356,25,
820841476,14,
820841906,10,
820860682,13,
820863512,19,
820863512,27,
820867406,10,
820867406,28,
820871317,13,
820871317,21,AUX PETITS OIGNONS-LES GUMES
820881126,16,
820881514,13,
820912236,16,
820913069,10,
820924793,20,BET CASARES
820924793,20,BET CASARES
820925774,11,
820970184,17,
820974137,11,
820996619,12,
821000551,19,
821024866,13,
821035557,15,
821035557,15,
821037314,19,ETA BRULEY
821040714,15,JEWELEEN'S
821050846,12,
821076163,12,
821078631,16,
821078631,24,
821088200,18,
821088200,26,
821088200,26,
821135092,12,
821135092,20,
821137148,10,
821154085,38,
821193190,13,
821193190,21,
821208501,14,
821208501,22,
821225927,28,
821225927,36,
821231677,13,
821233681,21,
821251949,29,
821265642,16,
821265642,24,
821287604,10,
821292075,16,
821339892,19,
821361672,24,
821385200,18,
821385200,18,
821388048,18,
821388048,26,
821397759,19,
821398690,23,
821398690,31,
821405636,19,
821405636,27,
821410412,18,
821410412,18,
821421344,28,FLASH BRAISE
821424728,11,
821424728,11,
821445509,10,
821477031,16,
821509429,48,
821522356,12,
821522356,20,
821523420,23,
821529617,10,
821578838,12,
821578838,20,
821586997,16,
821589744,19,
821611647,16,
821611647,16,
821617628,10,
821617628,10,
821629433,11,
821629433,29,
821633674,14,
821639390,11,
821639390,29,
821640190,12,
821652609,16,
821669371,14,
821669371,22,
821671153,12,
821671153,20,
821675162,19,
821675162,19,
821705233,12,ATARIK TRANSPORTS
821708104,12,
821723913,17,AUTOCCASION
821729803,14,
821732237,10,
821733623,10,
821733623,28,
821737525,13,
821737525,13,
821737525,21,
821761517,19,
821764917,18,
821772142,13,
821783487,19,
821817459,18,
821832896,12,
821832896,12,
821842366,14,
821859592,15,
821868130,13,
821873221,13,
821874641,11,
821874641,29,
821896610,10,
821896610,28,
821918307,17,
821918307,17,
821929403,11,
821929403,29,
821942059,14,
821944758,19,
821944758,27,
821953676,11,
821987674,16,
822002820,14,
822002820,22,
822029989,16,
822030243,31,QIPAO
822037297,14,
822048500,18,
822059564,10,
822072062,26,
822088514,10,
822127973,29,
822127973,29,
822143624,10,
822143624,28,
822153557,19,
822154001,41,SHIVA
822170486,10,
822170486,10,
822189460,14,
822189460,22,
822189908,12,
822202347,16,
822214953,25,
822243051,23,
822253654,13,
822253654,13,
822253902,16,
822254348,11,
822254348,11,
822257267,10,
822257267,28,
822312146,19,ACHIEV
822319638,18,
822325072,12,
822328597,15,
822328704,17,
822333837,18,
822340758,17,
822344602,13,
822344602,21,
822364436,11,
822366548,11,
822371704,21,
822371704,21,
822398400,17,
822398400,17,
822398459,13,
822414439,15,
822421756,13,
822434585,11,
822434585,11,
822453783,18,TRANSPORT IRSAPOULLE
822453783,18,TRANSPORT IRSAPOULLE
822463063,13,
822463063,21,
822474219,18,
822476651,10,
822486387,19,
822486387,19,
822519732,17,
822519732,17,
822529038,17,
822529038,25,
822546156,16,
822572574,25,
822572574,25,
822584231,10,
822585733,14,
822585733,14,
822602306,18,
822610010,16,
822613188,25,
822613188,33,
822620886,17,
822637096,14,
822652442,10,
822663696,18,
822675542,10,
822675542,10,
822677563,22,
822686069,11,
822691382,29,
822702031,11,
822720033,15,
822745451,10,
822745451,28,
822750246,16,
822750246,24,
822787982,21,
822787982,21,
822799276,16,
822802856,10,
822802856,28,
822808531,13,
822833364,18,
822847752,18,
822847752,26,
822852448,15,
822862884,19,
822897609,27,
822897609,35,
822917076,17,
822921607,13,
822924775,15,
822924775,15,
822946471,15,
822954186,18,
822954186,18,
822967238,12,
822982419,19,
822982419,19,
822987335,20,
822987335,20,UTB BIDET
822989604,19,
822989604,27,
822989604,27,
823004528,19,
823004528,19,
823019757,25,
823019757,33,
823035233,35,
823038682,14,
823054127,19,
823061270,18,
823061270,26,
823067962,14,ST RAMBIO LE JARDIN DU MARAICHER BIO
823076138,10,OPSECUR
823091319,17,
823105374,16,
823105374,24,
823117262,19,
823128889,16,
823140363,16,
823155205,11,
823155205,11,
823179965,12,
823188727,15,
823204326,16,
823210992,17,
823219506,16,
823231428,17,
823232756,10,
823262480,28,
823262480,36,
823286034,17,
823313127,16,
823313127,16,
823313127,24,
823314406,13,
823320502,11,
823328778,19,
823330717,13,
823354519,14,
823368626,11,
823389036,26,
823389036,34,
823389838,17,TURKISH KEBAB
823395330,17,
823438361,11,
823438361,29,
823440763,14,
823450234,13,
823466610,24,
823466610,24,
823475447,12,
823480124,10,
823483847,13,
823485610,13,
823493648,54,
823493648,62,
823493648,70,
823493648,88,
823518832,14,
823528161,16,
823539473,20,
823544630,10,
823544630,28,STILIS RENOV'
823546411,21,
823546411,39,
823554613,21,
823578182,11,
823582127,10,
823620026,26,
823633185,17,
823633185,25,
823642921,22,
823643069,11,
823643069,29,
823655568,17,
823671953,11,
823673140,13,
823675061,19,
823675061,19,
823675558,22,
823683446,12,
823683446,12,
823715222,27,
823726872,18,
823730866,22,
823742739,19,
823747258,15,
823808464,15,
823817937,19,
823817937,19,
823834726,15,
823834726,23,
823835293,15,BOULANGERIE DURANTON
823835293,15,BOULANGERIE DURANTON
823842380,11,
823846035,17,
823857396,19,
823857396,19,
823859046,18,BOUCHERIE HICHOU
823859046,18,BOUCHERIE HICHOU
823869409,16,
823910575,13,
823910575,21,
823935069,18,
823936414,15,
823944889,18,
823951876,31,
823951876,56,
823955075,10,
823999941,11,
824024483,11,
824041388,11,
824041388,29,
824060990,10,
824068043,10,
824086102,20,
824086102,38,
824095111,12,
824095111,20,
824113013,34,
824135735,10,
824135735,10,
824157788,12,
824161046,19,
824169312,17,
824169312,25,
824180509,13,
824198642,12,
824198642,20,
824203103,26,
824203103,34,
824214381,25,
824214381,33,
824214381,33,LEADER SYNDIC LEADER GESTION
824229835,15,
824229835,23,
824236012,12,
824236012,20,
824244834,27,BONNIE AND WILD
824250484,14,
824250484,22,
824276901,25,
824302608,16,
824302608,24,
824322424,14,
824322424,22,
824328702,25,
824345052,16,LES JARDINS D'ALBERT ET THERESE
824356067,28,
824356067,28,
824374870,15,
824374870,15,
824396261,11,AZERI KEBAB
824421986,12,
824461867,15,
824461867,23,
824474308,15,
824474308,23,
824495360,11,
824497358,13,
824514756,17,
824514756,25,
824537310,16,
824540074,13,
824540074,13,
824543094,59,JEAN ENERGIE
824549554,15,
824549554,23,
824555825,10,
824555825,10,
824603864,11,
824603864,29,
824631899,13,
824631899,13,
824663868,19,
824663868,27,
824679500,10,
824683312,14,
824686299,28,
824720494,15,
824720494,15,
824729206,14,
824745509,11,
824760086,10,
824773337,12,
824773337,12,
824811186,25,
824812986,35,
824812986,43,
824816334,18,BIGGIE BURGER
824822399,13,
824842496,21,
824846166,18,
824846166,26,
824849442,10,
824853014,10,
824862437,12,
824900484,26,
824900484,26,
824957260,14,
824957260,22,
824984801,12,
825014178,16,
825014178,24,
825033418,13,
825033418,13,
825041080,29,
825041080,29,
825056039,19,
825065758,13,
825065758,21,
825067648,22,
825087943,15,
825087943,23,
825100498,21,
825110331,14,
825110331,22,
825113533,12,VOITURES22
825130362,15,
825130362,15,
825235179,17,
825235179,17,
825248628,18,
825258130,12,
825282478,15,
825282478,23,
825285760,13,
825285760,21,
825309420,16,
825315138,16,
825315849,18,
825315849,18,
825316854,17,
825317274,25,
825320203,11,
825328594,15,
